season,week,team,division,record,playoff_prob,made_playoffs
2023,17,CLE,AFC North,11-5,1,1
2023,17,DAL,NFC East,11-5,1,1
2023,17,DET,NFC North,11-5,1,1
2023,17,KC,AFC West,10-6,1,1
2023,17,MIA,AFC East,11-5,1,1
2023,17,PHI,NFC East,11-5,1,1
2023,17,SF,NFC West,12-4,1,1
2023,17,BUF,AFC East,10-6,0.975,1
2023,17,LA,NFC West,9-7,0.842,1
2023,17,TB,NFC South,8-8,0.655,1
2023,17,JAX,AFC South,9-7,0.642,0
2023,17,IND,AFC South,9-7,0.577,0
2023,17,NO,NFC South,8-8,0.535,0
2023,17,SEA,NFC West,8-8,0.459,0
2023,17,HOU,AFC South,9-7,0.446,1
2023,17,GB,NFC North,8-8,0.432,1
2023,17,PIT,AFC North,9-7,0.282,1
2023,17,ATL,NFC South,7-9,0.059,0
2023,17,CIN,AFC North,8-8,0.04,0
2023,17,DEN,AFC West,8-8,0.038,0
2023,17,CHI,NFC North,7-9,0.013,0
2023,17,MIN,NFC North,7-9,0.006,0
2023,17,ARI,NFC West,4-12,0,0
2023,17,CAR,NFC South,2-14,0,0
2023,17,LAC,AFC West,5-11,0,0
2023,17,LV,AFC West,7-9,0,0
2023,17,NE,AFC East,4-12,0,0
2023,17,NYG,NFC East,5-11,0,0
2023,17,NYJ,AFC East,6-10,0,0
2023,17,TEN,AFC South,5-11,0,0
2023,17,WAS,NFC East,4-12,0,0
2023,18,BAL,AFC North,13-4,1,1
2023,18,BUF,AFC East,11-6,1,1
2023,18,CLE,AFC North,11-6,1,1
2023,18,DAL,NFC East,12-5,1,1
2023,18,DET,NFC North,12-5,1,1
2023,18,HOU,AFC South,10-7,1,1
2023,18,KC,AFC West,11-6,1,1
2023,18,LA,NFC West,10-7,1,1
2023,18,MIA,AFC East,11-6,1,1
2023,18,PHI,NFC East,11-6,1,1
2023,18,PIT,AFC North,10-7,1,1
2023,18,SF,NFC West,12-5,1,1
2023,18,TB,NFC South,9-8,1,1
2023,18,GB,NFC North,9-8,1,1
2023,18,NO,NFC South,9-8,0,0
2023,18,SEA,NFC West,9-8,0,0
2023,18,ARI,NFC West,4-13,0,0
2023,18,ATL,NFC South,7-10,0,0
2023,18,CAR,NFC South,2-15,0,0
2023,18,CHI,NFC North,7-10,0,0
2023,18,CIN,AFC North,9-8,0,0
2023,18,DEN,AFC West,8-9,0,0
2023,18,IND,AFC South,9-8,0,0
2023,18,JAX,AFC South,9-8,0,0
2023,18,LAC,AFC West,5-12,0,0
2023,18,LV,AFC West,8-9,0,0
2023,18,MIN,NFC North,7-10,0,0
2023,18,NE,AFC East,4-13,0,0
2023,18,NYG,NFC East,6-11,0,0
2023,18,NYJ,AFC East,7-10,0,0
2023,18,TEN,AFC South,6-11,0,0
2023,18,WAS,NFC East,4-13,0,0
2024,1,HOU,AFC South,1-0,0.579,1
2024,1,DAL,NFC East,1-0,0.556,0
2024,1,PIT,AFC North,1-0,0.552,1
2024,1,TB,NFC South,1-0,0.543,1
2024,1,NE,AFC East,1-0,0.535,0
2024,1,MIA,AFC East,1-0,0.533,0
2024,1,KC,AFC West,1-0,0.528,1
2024,1,LAC,AFC West,1-0,0.524,1
2024,1,MIN,NFC North,1-0,0.522,1
2024,1,BUF,AFC East,1-0,0.516,1
2024,1,SEA,NFC West,1-0,0.509,0
2024,1,PHI,NFC East,1-0,0.503,1
2024,1,SF,NFC West,1-0,0.499,0
2024,1,CHI,NFC North,1-0,0.493,0
2024,1,DET,NFC North,1-0,0.486,1
2024,1,NO,NFC South,1-0,0.476,0
2024,1,JAX,AFC South,0-1,0.404,0
2024,1,CAR,NFC South,0-1,0.385,0
2024,1,DEN,AFC West,0-1,0.385,1
2024,1,LA,NFC West,0-1,0.362,1
2024,1,NYJ,AFC East,0-1,0.362,0
2024,1,CIN,AFC North,0-1,0.358,0
2024,1,LV,AFC West,0-1,0.356,0
2024,1,IND,AFC South,0-1,0.347,0
2024,1,TEN,AFC South,0-1,0.347,0
2024,1,BAL,AFC North,0-1,0.341,1
2024,1,ARI,NFC West,0-1,0.339,0
2024,1,NYG,NFC East,0-1,0.339,0
2024,1,WAS,NFC East,0-1,0.339,1
2024,1,CLE,AFC North,0-1,0.333,0
2024,1,ATL,NFC South,0-1,0.326,0
2024,1,GB,NFC North,0-1,0.322,1
2024,2,PIT,AFC North,2-0,0.758,1
2024,2,HOU,AFC South,2-0,0.724,1
2024,2,SEA,NFC West,2-0,0.684,0
2024,2,MIN,NFC North,2-0,0.68,1
2024,2,NO,NFC South,2-0,0.669,0
2024,2,LAC,AFC West,2-0,0.659,1
2024,2,KC,AFC West,2-0,0.653,1
2024,2,BUF,AFC East,2-0,0.646,1
2024,2,TB,NFC South,2-0,0.636,1
2024,2,CHI,NFC North,1-1,0.493,0
2024,2,DAL,NFC East,1-1,0.486,0
2024,2,PHI,NFC East,1-1,0.482,1
2024,2,SF,NFC West,1-1,0.48,0
2024,2,NE,AFC East,1-1,0.478,0
2024,2,LV,AFC West,1-1,0.44,0
2024,2,MIA,AFC East,1-1,0.434,0
2024,2,DET,NFC North,1-1,0.419,1
2024,2,NYJ,AFC East,1-1,0.385,0
2024,2,WAS,NFC East,1-1,0.385,1
2024,2,CLE,AFC North,1-1,0.379,0
2024,2,ATL,NFC South,1-1,0.36,0
2024,2,ARI,NFC West,1-1,0.343,0
2024,2,GB,NFC North,1-1,0.337,1
2024,2,JAX,AFC South,0-2,0.267,0
2024,2,IND,AFC South,0-2,0.259,0
2024,2,BAL,AFC North,0-2,0.248,1
2024,2,TEN,AFC South,0-2,0.236,0
2024,2,DEN,AFC West,0-2,0.225,1
2024,2,CIN,AFC North,0-2,0.208,0
2024,2,NYG,NFC East,0-2,0.2,0
2024,2,CAR,NFC South,0-2,0.173,0
2024,2,LA,NFC West,0-2,0.173,1
2024,3,PIT,AFC North,3-0,0.867,1
2024,3,BUF,AFC East,3-0,0.817,1
2024,3,KC,AFC West,3-0,0.804,1
2024,3,MIN,NFC North,3-0,0.783,1
2024,3,SEA,NFC West,3-0,0.777,0
2024,3,HOU,AFC South,2-1,0.764,1
2024,3,LAC,AFC West,2-1,0.638,1
2024,3,TB,NFC South,2-1,0.623,1
2024,3,PHI,NFC East,2-1,0.579,1
2024,3,NO,NFC South,2-1,0.577,0
2024,3,WAS,NFC East,2-1,0.564,1
2024,3,NYJ,AFC East,2-1,0.531,0
2024,3,GB,NFC North,2-1,0.478,1
2024,3,DET,NFC North,2-1,0.474,1
2024,3,NE,AFC East,1-2,0.375,0
2024,3,MIA,AFC East,1-2,0.341,0
2024,3,CHI,NFC North,1-2,0.337,0
2024,3,LV,AFC West,1-2,0.326,0
2024,3,CLE,AFC North,1-2,0.316,0
2024,3,IND,AFC South,1-2,0.303,0
2024,3,ATL,NFC South,1-2,0.295,0
2024,3,SF,NFC West,1-2,0.291,0
2024,3,ARI,NFC West,1-2,0.282,0
2024,3,DAL,NFC East,1-2,0.263,0
2024,3,DEN,AFC West,1-2,0.259,1
2024,3,NYG,NFC East,1-2,0.246,0
2024,3,BAL,AFC North,1-2,0.232,1
2024,3,CAR,NFC South,1-2,0.221,0
2024,3,LA,NFC West,1-2,0.211,1
2024,3,JAX,AFC South,0-3,0.164,0
2024,3,TEN,AFC South,0-3,0.147,0
2024,3,CIN,AFC North,0-3,0.116,0
2024,4,KC,AFC West,4-0,0.891,1
2024,4,MIN,NFC North,4-0,0.88,1
2024,4,PIT,AFC North,3-1,0.84,1
2024,4,BUF,AFC East,3-1,0.802,1
2024,4,SEA,NFC West,3-1,0.779,0
2024,4,HOU,AFC South,3-1,0.768,1
2024,4,WAS,NFC East,3-1,0.724,1
2024,4,TB,NFC South,3-1,0.659,1
2024,4,DET,NFC North,3-1,0.611,1
2024,4,LAC,AFC West,2-2,0.518,1
2024,4,PHI,NFC East,2-2,0.503,1
2024,4,DEN,AFC West,2-2,0.453,1
2024,4,NYJ,AFC East,2-2,0.453,0
2024,4,BAL,AFC North,2-2,0.432,1
2024,4,NO,NFC South,2-2,0.423,0
2024,4,GB,NFC North,2-2,0.406,1
2024,4,IND,AFC South,2-2,0.406,0
2024,4,LV,AFC West,2-2,0.371,0
2024,4,SF,NFC West,2-2,0.364,0
2024,4,CHI,NFC North,2-2,0.341,0
2024,4,DAL,NFC East,2-2,0.335,0
2024,4,ATL,NFC South,2-2,0.265,0
2024,4,NE,AFC East,1-3,0.229,0
2024,4,MIA,AFC East,1-3,0.225,0
2024,4,CLE,AFC North,1-3,0.219,0
2024,4,CAR,NFC South,1-3,0.202,0
2024,4,ARI,NFC West,1-3,0.185,0
2024,4,NYG,NFC East,1-3,0.179,0
2024,4,TEN,AFC South,1-3,0.171,0
2024,4,CIN,AFC North,1-3,0.145,0
2024,4,LA,NFC West,1-3,0.143,1
2024,4,JAX,AFC South,0-4,0.078,0
2024,5,KC,AFC West,5-0,0.962,1
2024,5,MIN,NFC North,5-0,0.943,1
2024,5,HOU,AFC South,4-1,0.876,1
2024,5,WAS,NFC East,4-1,0.783,1
2024,5,BUF,AFC East,3-2,0.726,1
2024,5,PIT,AFC North,3-2,0.699,1
2024,5,TB,NFC South,3-2,0.646,1
2024,5,SEA,NFC West,3-2,0.636,0
2024,5,BAL,AFC North,3-2,0.6,1
2024,5,DET,NFC North,3-1,0.596,1
2024,5,DEN,AFC West,3-2,0.56,1
2024,5,LAC,AFC West,2-2,0.518,1
2024,5,GB,NFC North,3-2,0.463,1
2024,5,DAL,NFC East,3-2,0.453,0
2024,5,ATL,NFC South,3-2,0.429,0
2024,5,CHI,NFC North,3-2,0.411,0
2024,5,PHI,NFC East,2-2,0.408,1
2024,5,NYJ,AFC East,2-3,0.373,0
2024,5,IND,AFC South,2-3,0.368,0
2024,5,LV,AFC West,2-3,0.352,0
2024,5,SF,NFC West,2-3,0.288,0
2024,5,NO,NFC South,2-3,0.28,0
2024,5,ARI,NFC West,2-3,0.263,0
2024,5,MIA,AFC East,2-3,0.263,0
2024,5,NYG,NFC East,2-3,0.208,0
2024,5,TEN,AFC South,1-3,0.171,0
2024,5,CLE,AFC North,1-4,0.158,0
2024,5,NE,AFC East,1-4,0.154,0
2024,5,CIN,AFC North,1-4,0.131,0
2024,5,CAR,NFC South,1-4,0.103,0
2024,5,JAX,AFC South,1-4,0.091,0
2024,5,LA,NFC West,1-4,0.088,1
2024,6,KC,AFC West,5-0,0.964,1
2024,6,HOU,AFC South,5-1,0.941,1
2024,6,MIN,NFC North,5-0,0.928,1
2024,6,BUF,AFC East,4-2,0.825,1
2024,6,PIT,AFC North,4-2,0.781,1
2024,6,BAL,AFC North,4-2,0.743,1
2024,6,WAS,NFC East,4-2,0.72,1
2024,6,DET,NFC North,4-1,0.703,1
2024,6,TB,NFC South,4-2,0.657,1
2024,6,ATL,NFC South,4-2,0.587,0
2024,6,LAC,AFC West,3-2,0.575,1
2024,6,SEA,NFC West,3-3,0.543,0
2024,6,CHI,NFC North,4-2,0.539,0
2024,6,GB,NFC North,4-2,0.533,1
2024,6,DEN,AFC West,3-3,0.493,1
2024,6,PHI,NFC East,3-2,0.486,1
2024,6,IND,AFC South,3-3,0.425,0
2024,6,DAL,NFC East,3-3,0.364,0
2024,6,SF,NFC West,3-3,0.352,0
2024,6,MIA,AFC East,2-3,0.343,0
2024,6,NYJ,AFC East,2-4,0.248,0
2024,6,ARI,NFC West,2-4,0.202,0
2024,6,LV,AFC West,2-4,0.189,0
2024,6,CIN,AFC North,2-4,0.16,0
2024,6,NO,NFC South,2-4,0.137,0
2024,6,NYG,NFC East,2-4,0.12,0
2024,6,TEN,AFC South,1-4,0.103,0
2024,6,LA,NFC West,1-4,0.099,1
2024,6,JAX,AFC South,1-5,0.076,0
2024,6,CLE,AFC North,1-5,0.067,0
2024,6,NE,AFC East,1-5,0.065,0
2024,6,CAR,NFC South,1-5,0.029,0
2024,7,KC,AFC West,6-0,0.968,1
2024,7,HOU,AFC South,5-2,0.916,1
2024,7,BUF,AFC East,5-2,0.909,1
2024,7,MIN,NFC North,5-1,0.878,1
2024,7,BAL,AFC North,5-2,0.876,1
2024,7,PIT,AFC North,5-2,0.842,1
2024,7,DET,NFC North,5-1,0.806,1
2024,7,WAS,NFC East,5-2,0.707,1
2024,7,GB,NFC North,5-2,0.672,1
2024,7,TB,NFC South,4-3,0.648,1
2024,7,PHI,NFC East,4-2,0.596,1
2024,7,IND,AFC South,4-3,0.566,0
2024,7,ATL,NFC South,4-3,0.562,0
2024,7,SEA,NFC West,4-3,0.558,0
2024,7,CHI,NFC North,4-2,0.556,0
2024,7,DEN,AFC West,4-3,0.556,1
2024,7,LAC,AFC West,3-3,0.543,1
2024,7,DAL,NFC East,3-3,0.295,0
2024,7,SF,NFC West,3-4,0.257,0
2024,7,CIN,AFC North,3-4,0.246,0
2024,7,ARI,NFC West,3-4,0.244,0
2024,7,MIA,AFC East,2-4,0.215,0
2024,7,NYJ,AFC East,2-5,0.12,0
2024,7,LV,AFC West,2-5,0.107,0
2024,7,LA,NFC West,2-4,0.099,1
2024,7,NO,NFC South,2-5,0.069,0
2024,7,TEN,AFC South,1-5,0.055,0
2024,7,NYG,NFC East,2-5,0.048,0
2024,7,JAX,AFC South,2-5,0.038,0
2024,7,NE,AFC East,1-6,0.023,0
2024,7,CLE,AFC North,1-6,0.019,0
2024,7,CAR,NFC South,1-6,0.004,0
2024,8,KC,AFC West,7-0,0.994,1
2024,8,BUF,AFC East,6-2,0.979,1
2024,8,HOU,AFC South,6-2,0.968,1
2024,8,PIT,AFC North,6-2,0.92,1
2024,8,DET,NFC North,6-1,0.884,1
2024,8,WAS,NFC East,6-2,0.857,1
2024,8,GB,NFC North,6-2,0.802,1
2024,8,BAL,AFC North,5-3,0.785,1
2024,8,PHI,NFC East,5-2,0.764,1
2024,8,MIN,NFC North,5-2,0.743,1
2024,8,ATL,NFC South,5-3,0.726,0
2024,8,DEN,AFC West,5-3,0.709,1
2024,8,LAC,AFC West,4-3,0.613,1
2024,8,IND,AFC South,4-4,0.522,0
2024,8,TB,NFC South,4-4,0.413,1
2024,8,CHI,NFC North,4-3,0.392,0
2024,8,ARI,NFC West,4-4,0.381,0
2024,8,SEA,NFC West,4-4,0.36,0
2024,8,SF,NFC West,4-4,0.253,0
2024,8,LA,NFC West,3-4,0.215,1
2024,8,CIN,AFC North,3-5,0.189,0
2024,8,DAL,NFC East,3-4,0.166,0
2024,8,MIA,AFC East,2-5,0.12,0
2024,8,LV,AFC West,2-6,0.048,0
2024,8,NYJ,AFC East,2-6,0.044,0
2024,8,NO,NFC South,2-6,0.036,0
2024,8,NE,AFC East,2-6,0.029,0
2024,8,CLE,AFC North,2-6,0.027,0
2024,8,JAX,AFC South,2-6,0.027,0
2024,8,TEN,AFC South,1-6,0.023,0
2024,8,CAR,NFC South,1-7,0.004,0
2024,8,NYG,NFC East,2-6,0.004,0
2024,9,BUF,AFC East,7-2,0.998,1
2024,9,KC,AFC West,8-0,0.998,1
2024,9,HOU,AFC South,6-3,0.964,1
2024,9,DET,NFC North,7-1,0.954,1
2024,9,PIT,AFC North,6-2,0.952,1
2024,9,WAS,NFC East,7-2,0.945,1
2024,9,BAL,AFC North,6-3,0.88,1
2024,9,ATL,NFC South,6-3,0.878,0
2024,9,PHI,NFC East,6-2,0.855,1
2024,9,LAC,AFC West,5-3,0.817,1
2024,9,MIN,NFC North,6-2,0.817,1
2024,9,GB,NFC North,6-3,0.806,1
2024,9,DEN,AFC West,5-4,0.678,1
2024,9,ARI,NFC West,5-4,0.503,0
2024,9,IND,AFC South,4-5,0.402,0
2024,9,LA,NFC West,4-4,0.324,1
2024,9,TB,NFC South,4-5,0.251,1
2024,9,SF,NFC West,4-4,0.208,0
2024,9,SEA,NFC West,4-5,0.194,0
2024,9,CHI,NFC North,4-4,0.181,0
2024,9,CIN,AFC North,4-5,0.162,0
2024,9,DAL,NFC East,3-5,0.08,0
2024,9,NYJ,AFC East,3-6,0.053,0
2024,9,MIA,AFC East,2-6,0.038,0
2024,9,JAX,AFC South,2-7,0.021,0
2024,9,NE,AFC East,2-7,0.011,0
2024,9,TEN,AFC South,2-6,0.011,0
2024,9,CLE,AFC North,2-7,0.008,0
2024,9,LV,AFC West,2-7,0.008,0
2024,9,CAR,NFC South,2-7,0.002,0
2024,9,NO,NFC South,2-7,0.002,0
2024,9,NYG,NFC East,2-7,0,0
2024,10,BUF,AFC East,8-2,1,1
2024,10,KC,AFC West,9-0,1,1
2024,10,DET,NFC North,8-1,0.985,1
2024,10,PIT,AFC North,7-2,0.983,1
2024,10,BAL,AFC North,7-3,0.971,1
2024,10,HOU,AFC South,6-4,0.954,1
2024,10,WAS,NFC East,7-3,0.943,1
2024,10,PHI,NFC East,7-2,0.933,1
2024,10,MIN,NFC North,7-2,0.895,1
2024,10,LAC,AFC West,6-3,0.882,1
2024,10,ATL,NFC South,6-4,0.872,0
2024,10,GB,NFC North,6-3,0.787,1
2024,10,ARI,NFC West,6-4,0.646,0
2024,10,DEN,AFC West,5-5,0.566,1
2024,10,SF,NFC West,5-4,0.366,0
2024,10,IND,AFC South,4-6,0.269,0
2024,10,CIN,AFC North,4-6,0.171,0
2024,10,LA,NFC West,4-5,0.168,1
2024,10,TB,NFC South,4-6,0.158,1
2024,10,SEA,NFC West,4-5,0.114,0
2024,10,MIA,AFC East,3-6,0.095,0
2024,10,CHI,NFC North,4-5,0.076,0
2024,10,NYJ,AFC East,3-7,0.051,0
2024,10,DAL,NFC East,3-6,0.027,0
2024,10,LV,AFC West,2-7,0.017,0
2024,10,NO,NFC South,3-7,0.017,0
2024,10,TEN,AFC South,2-7,0.015,0
2024,10,CAR,NFC South,3-7,0.011,0
2024,10,CLE,AFC North,2-7,0.011,0
2024,10,JAX,AFC South,2-8,0.011,0
2024,10,NE,AFC East,3-7,0.006,0
2024,10,NYG,NFC East,2-8,0.002,0
2024,11,BUF,AFC East,9-2,1,1
2024,11,KC,AFC West,9-1,1,1
2024,11,PIT,AFC North,8-2,1,1
2024,11,DET,NFC North,9-1,0.996,1
